8.055329631090565101e+00,8.195120739288114464e+00
2.343528216083155868e+00,1.013931104930507310e+01
-5.671002023158580485e+00,-3.995557370233261629e+00
-4.548430639241783702e+00,-9.090484172928064988e-02
2.499790255976775732e+00,-1.116751384756707566e+01
1.077928578085952971e+01,-6.528008229457413769e+00
1.035982411702768502e+01,-5.333775406832574895e+00
4.103929630817953367e+00,-8.544599318553080636e+00
1.064219078019398523e+01,-2.166016061320119590e+00
4.799539101656257745e-01,-5.904837353905245223e+00
-5.793136017123494241e+00,-2.612102159439819271e+00
-6.751072674325145684e+00,6.570656663965013244e-01
-4.750163557793591451e+00,-1.019607055788955208e+01
-3.913607315324797220e+00,-6.053363837594558206e+00
3.638559604265543257e+00,-8.067845182876931531e+00
5.384261473297126344e+00,-6.834902327260192756e+00
8.289158761356871352e+00,-2.480881957310184127e+00
8.956456480113377694e+00,-7.274783870454054613e-01
9.368344834463350423e+00,-4.714020497475892135e+00
-4.691718289528873598e+00,-1.999154590656370578e+00
7.614503752241001067e+00,-3.500194254136928862e+00
1.081697753214968971e+00,1.057857497496893906e+01
-7.948264623361056991e+00,-7.219954639124146922e+00
8.597762890916841982e+00,-7.947561240939498894e+00
1.177819234645002666e+01,-7.468175399758717470e-01
4.851919169874828519e+00,-8.045339473984114420e+00
1.030530331559072543e+01,-4.759830883037993843e+00
2.307234082175883216e+00,-1.009209900680259864e+01
-3.273403126658719575e+00,-7.156047861254951847e+00
2.468856580658851472e-03,1.195956478612507645e+01
2.328535265176031377e+00,9.948774908859039812e+00
9.199420080336190964e+00,-6.659456152454517941e+00
-4.424319101649856201e+00,-4.766942402782588850e+00
4.788735481373898928e+00,1.017401101214894688e+01
8.165705841038212398e+00,-3.576534162963411756e+00
8.306294394512805823e+00,-5.317682689564396270e+00
9.908386753093346044e+00,6.968421916560839868e+00
1.182243991362137514e+01,1.851093802850987347e+00
2.063999025610241844e+00,-8.047252515996930811e+00
9.281333134254834860e+00,8.622686746575507044e+00
8.618063877538912010e+00,1.018495500121232133e+00
-6.813816833740742318e+00,-3.952803609450288747e+00
-8.736758094455518986e+00,-3.343638752352998456e+00
-2.787302687422196446e+00,-1.085136644201661049e+01
7.920689577349690147e+00,-7.969356656207620127e-01
1.262322655195453613e+01,4.663225767094312801e-01
2.218297600994047158e+00,1.025216647146653948e+01
-6.917524767593313806e-01,-8.830274825948533746e+00
1.062569445275162572e+01,-3.887983475271351796e+00
-7.373422982209371312e+00,-7.024045102268421381e+00
-4.948108136744562735e+00,2.641440100915881106e-01
7.440002584589415768e+00,9.123471322736855793e-01
5.122107520882472009e+00,-4.180620233980536504e+00
5.084085830705203257e+00,8.267054585961764346e+00
-2.815440454729770003e+00,-9.012388806591001611e+00
-5.881681900809210273e-01,1.212079773922348203e+01
8.527248119638551671e+00,1.006330081309580216e+01
7.318002201475529489e+00,4.251247518171576090e+00
-4.667226995861477157e+00,-1.321235346314267867e+00
5.867186466226552710e+00,-7.418139794439031931e+00
-5.415023481789773108e+00,-6.019823675702196120e+00
1.296883413990518541e+01,-1.970332014150997457e+00
-6.691007047339597058e+00,-8.567693965976019399e+00
9.153918990337785999e+00,-1.331711201411241774e+00
-7.653593591418076159e+00,-2.886888706294822526e+00
-2.296994530493936537e+00,-5.534484555691680185e+00
-2.600512047650656910e+00,-6.018205334432283671e+00
-5.000576628313993410e+00,-6.398317880789176071e-01
6.590468519204249809e+00,-8.002257169686082250e+00
-6.142502088353215761e+00,4.702902211327172344e-01
6.979444571701911570e+00,9.515948940758292451e+00
8.813996382184880574e+00,7.337086784907360659e-01
-1.690469161060856873e-01,-9.399791594402014283e+00
6.478382771511751237e+00,-3.736975042888676324e+00
3.538554489216941268e-01,-6.479939154622403663e+00
7.882704156877180068e+00,2.687978553207287291e+00
-3.208708167652765120e+00,-6.032465372761781630e+00
-4.330913638988122649e+00,-2.242207501155765392e+00
2.962681149108358891e+00,-5.904532940414350506e+00
4.167176014659778716e+00,8.156517218009231129e+00
-5.288350396340065984e+00,-5.008980122371010424e+00
3.953456988563047059e+00,-7.038066525533868578e+00
4.033047515470334687e+00,-1.135403366982831486e+01
6.588432505363460479e+00,8.787184216072994047e+00
1.146093751577340747e+01,-1.977122082126976155e+00
2.511276906887372817e+00,1.101365331851475915e+01
1.265080389967129015e+01,2.371558765498890775e+00
9.429956789884966994e+00,1.020945336114579494e+00
9.168825662982138525e+00,-3.760031622133660611e-03
-6.815195824274501213e+00,-5.326125664787513259e-01
5.483857921702210092e+00,-7.742949812873247240e+00
2.212050626559916910e+00,1.322439555492548813e+01
7.405599382545069442e-01,1.356616749244375697e+01
-3.715206567912110458e+00,-5.585703376616371507e+00
9.669426313366528802e+00,7.750690924078194932e+00
7.484087995988797815e+00,-3.206548101848356591e+00
3.108794015048374160e+00,1.184925242095598108e+01
7.396970047765222489e+00,-5.918712485538040191e-01
-1.492689285570910185e+00,1.229139962721984070e+01
-6.222819969033723808e+00,-6.621106559080118359e+00
